"","Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"4117","hibiscus","hibiscus","",NA,NA,NA,"","","",FALSE,"1.1","","","hibiscus","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4118","crepe myrtle","crepe","","myrtle",NA,NA,"","","",FALSE,"1.1","","","crepe","","myrtle",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4119","hollyhock","hollyhock","",NA,NA,NA,"","","",FALSE,"1.1","","","hollyhock","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4120","hibiscus","hibiscus","",NA,NA,NA,"","","",FALSE,"1.1","","","hibiscus","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4121","crepe myrtle","crepe","","myrtle",NA,NA,"","","",FALSE,"1.1","","","crepe","","myrtle",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4122","hibiscus","hibiscus","",NA,NA,NA,"","","",FALSE,"1.1","","","hibiscus","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4123","tradescantia pallida","tradescantia","","pallida",NA,NA,"","","kew-270389",TRUE,"1.1","Accepted","Commelinaceae","Tradescantia","","pallida","","","(Rose) D.R.Hunt","kew-270389","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4124","commelina","commelina","",NA,NA,NA,"","","",FALSE,"1.1","","","commelina","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4125","campsis radicans","campsis","","radicans",NA,NA,"","","kew-320348",TRUE,"1.1","Accepted","Bignoniaceae","Campsis","","radicans","","","(L.) Seem.","kew-320348","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4126","mentha spicata","mentha","","spicata",NA,NA,"","","kew-125402",TRUE,"1.1","Accepted","Lamiaceae","Mentha","","spicata","","","L.","kew-125402","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4127","physostegia virginiana","physostegia","","virginiana",NA,NA,"","","kew-155820",TRUE,"1.1","Accepted","Lamiaceae","Physostegia","","virginiana","","","(L.) Benth.","kew-155820","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4128","mentha spicata","mentha","","spicata",NA,NA,"","","kew-125402",TRUE,"1.1","Accepted","Lamiaceae","Mentha","","spicata","","","L.","kew-125402","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4129","phlox","phlox","",NA,NA,NA,"","","",FALSE,"1.1","","","phlox","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4130","cucurbits","cucurbits","",NA,NA,NA,"","","",FALSE,"1.1","","","cucurbits","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4131","cucumis melo","cucumis","","melo",NA,NA,"","","kew-2746992",TRUE,"1.1","Accepted","Cucurbitaceae","Cucumis","","melo","","","L.","kew-2746992","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4132","cucumis sativus","cucumis","","sativus",NA,NA,"","","kew-2747062",TRUE,"1.1","Accepted","Cucurbitaceae","Cucumis","","sativus","","","L.","kew-2747062","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4133","asclepias","asclepias","",NA,NA,NA,"","","",FALSE,"1.1","","","asclepias","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4134","oregano","oregano","",NA,NA,NA,"","","",FALSE,"1.1","","","oregano","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4135","abelia","abelia","",NA,NA,NA,"","","",FALSE,"1.1","","","abelia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4136","vitex","vitex","",NA,NA,NA,"","","",FALSE,"1.1","","","vitex","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4137","hosta","hosta","",NA,NA,NA,"","","",FALSE,"1.1","","","hosta","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4138","passiflora foetida","passiflora","","foetida",NA,NA,"","","kew-2559676",TRUE,"1.1","Accepted","Passifloraceae","Passiflora","","foetida","","","L.","kew-2559676","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4139","salvia farinacea x longispicata","salvia","×","farinacea",NA,NA,"longispicata","","kew-182630",FALSE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4140","zinnias","zinnias","",NA,NA,NA,"","","",FALSE,"1.1","","","zinnias","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4141","salvia farinacea","salvia","","farinacea",NA,NA,"","","kew-182630",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4142","vernon is missurics","vernon","","is",NA,NA,"missurics","","",FALSE,"1.1","","","vernon","","is",NA,"missurics","","","",FALSE,FALSE,FALSE,2019-08-12
"4143","gaillardia pulchella","gaillardia","","pulchella",NA,NA,"","","gcc-120122",TRUE,"1.1","Accepted","Compositae","Gaillardia","","pulchella","","","Foug.","gcc-120122","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4144","silphium","silphium","",NA,NA,NA,"","","",FALSE,"1.1","","","silphium","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4145","anisacanthus quadrifidus","anisacanthus","","quadrifidus",NA,NA,"","","kew-2640117",TRUE,"1.1","Accepted","Acanthaceae","Anisacanthus","","quadrifidus","","","(Vahl) Nees","kew-2640117","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4146","lagerstroemia crepe myrtle","lagerstroemia","","crepe",NA,NA,"myrtle","","",FALSE,"1.1","","","lagerstroemia","","crepe",NA,"myrtle","","","",FALSE,FALSE,FALSE,2019-08-12
"4147","lagerstroemia speciosa","lagerstroemia","","speciosa",NA,NA,"","","kew-2353907",TRUE,"1.1","Accepted","Lythraceae","Lagerstroemia","","speciosa","","","(L.) Pers.","kew-2353907","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4148","lagerstroemia crepe myrtle","lagerstroemia","","crepe",NA,NA,"myrtle","","",FALSE,"1.1","","","lagerstroemia","","crepe",NA,"myrtle","","","",FALSE,FALSE,FALSE,2019-08-12
"4149","ruellia hirta","ruellia","","hirta",NA,NA,"","","kew-2421508",TRUE,"1.1","Synonym","Acanthaceae","Hemigraphis","","hirta","","","(Vahl) T.Anderson","kew-2845147","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4150","portulaca oleracea  sunrise portulaca","portulaca","","oleracea",NA,NA,"sunrise","portulaca","kew-2566490",FALSE,"1.1","Accepted","Portulacaceae","Portulaca","","oleracea","","","L.","kew-2566490","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4151","pentas lanceolata tall heirloom penta","pentas","","lanceolata",NA,NA,"tall","heirloom penta","kew-149975",FALSE,"1.1","Accepted","Rubiaceae","Pentas","","lanceolata","","","(Forssk.) Deflers","kew-149975","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4152","salvia x sylvestris 'may night' .","salvia","×","sylvestris",NA,NA,"night'",".","kew-183961",FALSE,"1.1","Accepted","Lamiaceae","Salvia","×","sylvestris","","","L.","kew-183961","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4153","coreopsis red and yellow","coreopsis","","red",NA,NA,"yellow","and","",FALSE,"1.1","","","coreopsis","","red",NA,"yellow","","","",FALSE,FALSE,FALSE,2019-08-12
"4154","calaminthenepeta ssp. nepeta blue calamint","calaminthenepeta","","nepeta",NA,"ssp.","blue","calamint","",FALSE,"1.1","","","calaminthenepeta","","nepeta","ssp.","blue","","","",FALSE,FALSE,FALSE,2019-08-12
"4155","cosmos bipinnatus","cosmos","","bipinnatus",NA,NA,"","","gcc-23558",TRUE,"1.1","Accepted","Compositae","Cosmos","","bipinnatus","","","Cav.","gcc-23558","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4156","echinacea magnus   purple coneflowe","echinacea","","magnus",NA,NA,"purple","coneflowe","",FALSE,"1.1","","","echinacea","","magnus",NA,"purple","","","",FALSE,FALSE,FALSE,2019-08-12
"4157","perovskia atriplicifolia","perovskia","","atriplicifolia",NA,NA,"","","kew-150582",TRUE,"1.1","Accepted","Lamiaceae","Perovskia","","atriplicifolia","","","Benth.","kew-150582","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4158","bonariensis","bonariensis","",NA,NA,NA,"","","",FALSE,"1.1","","","bonariensis","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4159","coreopsis verticillata zagreb tickseeds coreopsis","coreopsis","","verticillata",NA,NA,"zagreb","tickseeds coreopsis","gcc-138641",FALSE,"1.1","Synonym","Compositae","Coreopsis","","delphiniifolia","","","Lam.","gcc-115926","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4160","monarda dyma l. red wines berry bee balm","monarda","","dyma",NA,NA,"l.","red wines berry bee balm","kew-129179",TRUE,"1.1","Synonym","Lamiaceae","Monarda","","didyma","","","L.","kew-129178","Accepted",TRUE,FALSE,FALSE,2019-08-12
"4161","rudbeciak 'goldsturm' black eyed susan","rudbeciak","","'goldsturm'",NA,NA,"black","eyed susan","",FALSE,"1.1","","","rudbeciak","","'goldsturm'",NA,"black","","","",FALSE,FALSE,FALSE,2019-08-12
"4162","echinacea paradoxa yellow coneflower","echinacea","","paradoxa",NA,NA,"yellow","coneflower","gcc-118238",FALSE,"1.1","Accepted","Compositae","Echinacea","","paradoxa","","","(Norton) Britton","gcc-118238","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4163","white shasta daisy becky leucanthemum x superbum, becky","white","×","shasta",NA,NA,"daisy","becky leucanthemum superbum, becky","",FALSE,"1.1","","","white","","shasta",NA,"daisy","","","",FALSE,FALSE,FALSE,2019-08-12
"4164","lantana camara","lantana","","camara",NA,NA,"","","kew-107934",TRUE,"1.1","Accepted","Verbenaceae","Lantana","","camara","","","L.","kew-107934","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4165","black and blue. salvia   salvia guaranitica","black","","and",NA,NA,"blue.","salvia salvia guaranitica","",FALSE,"1.1","","","black","","and",NA,"blue.","","","",FALSE,FALSE,FALSE,2019-08-12
"4166","perovskia atriplicifolia russian sage","perovskia","","atriplicifolia",NA,NA,"russian","sage","kew-150582",FALSE,"1.1","Accepted","Lamiaceae","Perovskia","","atriplicifolia","","","Benth.","kew-150582","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4167","rudbeciak 'goldsturm' black eyed susan","rudbeciak","","'goldsturm'",NA,NA,"black","eyed susan","",FALSE,"1.1","","","rudbeciak","","'goldsturm'",NA,"black","","","",FALSE,FALSE,FALSE,2019-08-12
"4168","allium 'millenium' ornamental onions","allium","","'millenium'",NA,NA,"ornamental","onions","",FALSE,"1.1","","","allium","","'millenium'",NA,"ornamental","","","",FALSE,FALSE,FALSE,2019-08-12
"4169","asclepias incarnata swamp milkweed","asclepias","","incarnata",NA,NA,"swamp","milkweed","kew-2654857",FALSE,"1.1","Unresolved","Apocynaceae","Asclepias","","incarnata","","","Walter","kew-2654857","Unresolved",FALSE,FALSE,TRUE,2019-08-12
"4170","nepeta x faassenii 'walker's low' catnap","nepeta","×","faassenii",NA,NA,"low'","catnap","tro-50308384",FALSE,"1.1","Accepted","Lamiaceae","Nepeta","×","faasenii","","","Bergmans ex Stearn","tro-50308384","Accepted",TRUE,FALSE,TRUE,2019-08-12
"4171","phlox panniculta robert poor","phlox","","panniculta",NA,NA,"robert","poor","",FALSE,"1.1","","","phlox","","panniculta",NA,"robert","","","",FALSE,FALSE,FALSE,2019-08-12
"4172","echinacea magnus   purple coneflower","echinacea","","magnus",NA,NA,"purple","coneflower","",FALSE,"1.1","","","echinacea","","magnus",NA,"purple","","","",FALSE,FALSE,FALSE,2019-08-12
"4173","rudbeciak 'goldsturm' black eyed susan","rudbeciak","","'goldsturm'",NA,NA,"black","eyed susan","",FALSE,"1.1","","","rudbeciak","","'goldsturm'",NA,"black","","","",FALSE,FALSE,FALSE,2019-08-12
"4174","summer garden phlox phlox panniculata","summer","","garden",NA,NA,"phlox","phlox panniculata","",FALSE,"1.1","","","summer","","garden",NA,"phlox","","","",FALSE,FALSE,FALSE,2019-08-12
"4175","lagerstroemia crepe myrtle","lagerstroemia","","crepe",NA,NA,"myrtle","","",FALSE,"1.1","","","lagerstroemia","","crepe",NA,"myrtle","","","",FALSE,FALSE,FALSE,2019-08-12
"4176","asclepias curassavica tropical milkweed","asclepias","","curassavica",NA,NA,"tropical","milkweed","kew-2654714",FALSE,"1.1","Synonym","Apocynaceae","Asclepias","","campestris","","","Vell.","kew-2654643","Unresolved",FALSE,FALSE,TRUE,2019-08-12
"4177","echinacea magnus   purple coneflower","echinacea","","magnus",NA,NA,"purple","coneflower","",FALSE,"1.1","","","echinacea","","magnus",NA,"purple","","","",FALSE,FALSE,FALSE,2019-08-12
"4178","lagerstroemia crepe myrtle","lagerstroemia","","crepe",NA,NA,"myrtle","","",FALSE,"1.1","","","lagerstroemia","","crepe",NA,"myrtle","","","",FALSE,FALSE,FALSE,2019-08-12
"4179","physostegia virginiana","physostegia","","virginiana",NA,NA,"","","kew-155820",TRUE,"1.1","Accepted","Lamiaceae","Physostegia","","virginiana","","","(L.) Benth.","kew-155820","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4180","mentha spicata","mentha","","spicata",NA,NA,"","","kew-125402",TRUE,"1.1","Accepted","Lamiaceae","Mentha","","spicata","","","L.","kew-125402","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4181","cucurbits","cucurbits","",NA,NA,NA,"","","",FALSE,"1.1","","","cucurbits","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4182","cucumis melo","cucumis","","melo",NA,NA,"","","kew-2746992",TRUE,"1.1","Accepted","Cucurbitaceae","Cucumis","","melo","","","L.","kew-2746992","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4183","cucumis sativus","cucumis","","sativus",NA,NA,"","","kew-2747062",TRUE,"1.1","Accepted","Cucurbitaceae","Cucumis","","sativus","","","L.","kew-2747062","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4184","rudbeckia","rudbeckia","",NA,NA,NA,"","","",FALSE,"1.1","","","rudbeckia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4185","passion vine","passion","","vine",NA,NA,"","","",FALSE,"1.1","","","passion","","vine",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4186","mexican sunflower","mexican","","sunflower",NA,NA,"","","",FALSE,"1.1","","","mexican","","sunflower",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4187","hardy hibiscus","hardy","","hibiscus",NA,NA,"","","",FALSE,"1.1","","","hardy","","hibiscus",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4188","pink guara","pink","","guara",NA,NA,"","","",FALSE,"1.1","","","pink","","guara",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4189","sweet almond","sweet","","almond",NA,NA,"","","",FALSE,"1.1","","","sweet","","almond",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4190","verbena bonariensis","verbena","","bonariensis",NA,NA,"","","kew-212118",TRUE,"1.1","Accepted","Verbenaceae","Verbena","","bonariensis","","","L.","kew-212118","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4191","mint","mint","",NA,NA,NA,"","","",FALSE,"1.1","","","mint","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4192","rubeckia","rubeckia","",NA,NA,NA,"","","",FALSE,"1.1","","","rubeckia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4193","celosia","celosia","",NA,NA,NA,"","","",FALSE,"1.1","","","celosia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4194","mexican heather","mexican","","heather",NA,NA,"","","",FALSE,"1.1","","","mexican","","heather",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4195","perovskites atriplicifolia","perovskites","","atriplicifolia",NA,NA,"","","",FALSE,"1.1","","","perovskites","","atriplicifolia",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4196","clematis terniflora","clematis","","terniflora",NA,NA,"","","kew-2726804",TRUE,"1.1","Accepted","Ranunculaceae","Clematis","","terniflora","","","DC.","kew-2726804","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4197","abelia grandiflora","abelia","","grandiflora",NA,NA,"","","kew-2609470",TRUE,"1.1","Unresolved","Caprifoliaceae","Abelia","×","grandiflora","","","(Ravelli ex André) Rehder","kew-2609470","Unresolved",FALSE,FALSE,FALSE,2019-08-12
"4198","silphium perfoliatum","silphium","","perfoliatum",NA,NA,"","","gcc-42519",TRUE,"1.1","Accepted","Compositae","Silphium","","perfoliatum","","","L.","gcc-42519","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4199","greggs mist","greggs","","mist",NA,NA,"","","",FALSE,"1.1","","","greggs","","mist",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4200","greg’s mist","greg’s","","mist",NA,NA,"","","",FALSE,"1.1","","","greg’s","","mist",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4201","monarda","monarda","",NA,NA,NA,"","","",FALSE,"1.1","","","monarda","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4202","allium 'millenium' ornamental onions","allium","","'millenium'",NA,NA,"ornamental","onions","",FALSE,"1.1","","","allium","","'millenium'",NA,"ornamental","","","",FALSE,FALSE,FALSE,2019-08-12
"4203","perovskia atriplicifolia russian sage","perovskia","","atriplicifolia",NA,NA,"russian","sage","kew-150582",FALSE,"1.1","Accepted","Lamiaceae","Perovskia","","atriplicifolia","","","Benth.","kew-150582","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4204","white shasta daisy becky leucanthemum x superbum, becky","white","×","shasta",NA,NA,"daisy","becky leucanthemum superbum, becky","",FALSE,"1.1","","","white","","shasta",NA,"daisy","","","",FALSE,FALSE,FALSE,2019-08-12
"4205","black and blue. salvia   salvia guaranitica","black","","and",NA,NA,"blue.","salvia salvia guaranitica","",FALSE,"1.1","","","black","","and",NA,"blue.","","","",FALSE,FALSE,FALSE,2019-08-12
"4206","nepeta x faassenii 'walker's low' catnap","nepeta","×","faassenii",NA,NA,"low'","catnap","tro-50308384",FALSE,"1.1","Accepted","Lamiaceae","Nepeta","×","faasenii","","","Bergmans ex Stearn","tro-50308384","Accepted",TRUE,FALSE,TRUE,2019-08-12
"4207","phlox panniculta robert poor","phlox","","panniculta",NA,NA,"robert","poor","",FALSE,"1.1","","","phlox","","panniculta",NA,"robert","","","",FALSE,FALSE,FALSE,2019-08-12
"4208","asclepias incarnata swamp milkweed","asclepias","","incarnata",NA,NA,"swamp","milkweed","kew-2654857",FALSE,"1.1","Unresolved","Apocynaceae","Asclepias","","incarnata","","","Walter","kew-2654857","Unresolved",FALSE,FALSE,TRUE,2019-08-12
"4209","calaminthenepeta ssp. nepeta blue calamint","calaminthenepeta","","nepeta",NA,"ssp.","blue","calamint","",FALSE,"1.1","","","calaminthenepeta","","nepeta","ssp.","blue","","","",FALSE,FALSE,FALSE,2019-08-12
"4210","echinacea magnus   purple coneflower","echinacea","","magnus",NA,NA,"purple","coneflower","",FALSE,"1.1","","","echinacea","","magnus",NA,"purple","","","",FALSE,FALSE,FALSE,2019-08-12
"4211","echinacea paradoxa yellow coneflower","echinacea","","paradoxa",NA,NA,"yellow","coneflower","gcc-118238",FALSE,"1.1","Accepted","Compositae","Echinacea","","paradoxa","","","(Norton) Britton","gcc-118238","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4212","coreopsis verticillata zagreb tickseeds coreopsis","coreopsis","","verticillata",NA,NA,"zagreb","tickseeds coreopsis","gcc-138641",FALSE,"1.1","Synonym","Compositae","Coreopsis","","delphiniifolia","","","Lam.","gcc-115926","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4213","coreopsis red and yellow","coreopsis","","red",NA,NA,"yellow","and","",FALSE,"1.1","","","coreopsis","","red",NA,"yellow","","","",FALSE,FALSE,FALSE,2019-08-12
"4214","gregg’s mist","gregg’s","","mist",NA,NA,"","","",FALSE,"1.1","","","gregg’s","","mist",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4215","pentas lanceolata tall heirloom penta","pentas","","lanceolata",NA,NA,"tall","heirloom penta","kew-149975",FALSE,"1.1","Accepted","Rubiaceae","Pentas","","lanceolata","","","(Forssk.) Deflers","kew-149975","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4216","lagerstroemia crepe myrtle","lagerstroemia","","crepe",NA,NA,"myrtle","","",FALSE,"1.1","","","lagerstroemia","","crepe",NA,"myrtle","","","",FALSE,FALSE,FALSE,2019-08-12
"4217","lagerstroemia crepe myrtle","lagerstroemia","","crepe",NA,NA,"myrtle","","",FALSE,"1.1","","","lagerstroemia","","crepe",NA,"myrtle","","","",FALSE,FALSE,FALSE,2019-08-12
"4218","hibiscus syriacus","hibiscus","","syriacus",NA,NA,"","","kew-2850597",TRUE,"1.1","Accepted","Malvaceae","Hibiscus","","syriacus","","","L.","kew-2850597","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4219","rudbeckia hirta","rudbeckia","","hirta",NA,NA,"","","gcc-126702",TRUE,"1.1","Accepted","Compositae","Rudbeckia","","hirta","","","L.","gcc-126702","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4220","monarda punctata","monarda","","punctata",NA,NA,"","","kew-129232",TRUE,"1.1","Accepted","Lamiaceae","Monarda","","punctata","","","L.","kew-129232","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4221","hibiscus esculentas","hibiscus","","esculentas",NA,NA,"","","kew-2849833",TRUE,"1.1","Synonym","Malvaceae","Abelmoschus","","esculentus","","","(L.) Moench","kew-2609574","Accepted",TRUE,FALSE,FALSE,2019-08-12
"4222","vinca sp","vinca","","sp",NA,NA,"","","",FALSE,"1.1","","","vinca","","sp",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4223","salvia x sylvestris 'may night' .","salvia","×","sylvestris",NA,NA,"night'",".","kew-183961",FALSE,"1.1","Accepted","Lamiaceae","Salvia","×","sylvestris","","","L.","kew-183961","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4224","summer garden phlox phlox panniculata","summer","","garden",NA,NA,"phlox","phlox panniculata","",FALSE,"1.1","","","summer","","garden",NA,"phlox","","","",FALSE,FALSE,FALSE,2019-08-12
"4225","asclepias curassavica tropical milkweed","asclepias","","curassavica",NA,NA,"tropical","milkweed","kew-2654714",FALSE,"1.1","Synonym","Apocynaceae","Asclepias","","campestris","","","Vell.","kew-2654643","Unresolved",FALSE,FALSE,TRUE,2019-08-12
"4226","rudbeciak 'goldsturm' black eyed susan","rudbeciak","","'goldsturm'",NA,NA,"black","eyed susan","",FALSE,"1.1","","","rudbeciak","","'goldsturm'",NA,"black","","","",FALSE,FALSE,FALSE,2019-08-12
"4227","rudbeciak 'goldsturm' black eyed susan","rudbeciak","","'goldsturm'",NA,NA,"black","eyed susan","",FALSE,"1.1","","","rudbeciak","","'goldsturm'",NA,"black","","","",FALSE,FALSE,FALSE,2019-08-12
"4228","monarda dyma l. red wines berry bee balm","monarda","","dyma",NA,NA,"l.","red wines berry bee balm","kew-129179",TRUE,"1.1","Synonym","Lamiaceae","Monarda","","didyma","","","L.","kew-129178","Accepted",TRUE,FALSE,FALSE,2019-08-12
"4229","hamelia patens","hamelia","","patens",NA,NA,"","","kew-96031",TRUE,"1.1","Accepted","Rubiaceae","Hamelia","","patens","","","Jacq.","kew-96031","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4230","malvaviscus arboreus","malvaviscus","","arboreus",NA,NA,"","","kew-2503923",TRUE,"1.1","Accepted","Malvaceae","Malvaviscus","","arboreus","","","Cav.","kew-2503923","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4231","tecoma stans","tecoma","","stans",NA,NA,"","","kew-318412",TRUE,"1.1","Accepted","Bignoniaceae","Tecoma","","stans","","","(L.) Juss. ex Kunth","kew-318412","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4232","celosia spicata","celosia","","spicata",NA,NA,"","","kew-2707951",TRUE,"1.1","Accepted","Amaranthaceae","Celosia","","spicata","","","Spreng.","kew-2707951","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4233","plumbago auriculata","plumbago","","auriculata",NA,NA,"","","kew-2570524",TRUE,"1.1","Accepted","Plumbaginaceae","Plumbago","","auriculata","","","Lam.","kew-2570524","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4234","ruellia brittoniana","ruellia","","brittoniana",NA,NA,"","","kew-2421719",TRUE,"1.1","Synonym","Acanthaceae","Ruellia","","simplex","","","C.Wright","kew-2420045","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4235","lagerstroemia crepe myrtle","lagerstroemia","","crepe",NA,NA,"myrtle","","",FALSE,"1.1","","","lagerstroemia","","crepe",NA,"myrtle","","","",FALSE,FALSE,FALSE,2019-08-12
"4236","chamaecrista fasciculata","chamaecrista","","fasciculata",NA,NA,"","","ild-24601",TRUE,"1.1","Accepted","Leguminosae","Chamaecrista","","fasciculata","","","(Michx.) Greene","ild-24601","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4237","chamaecrista fasciculata","chamaecrista","","fasciculata",NA,NA,"","","ild-24601",TRUE,"1.1","Accepted","Leguminosae","Chamaecrista","","fasciculata","","","(Michx.) Greene","ild-24601","Accepted",FALSE,FALSE,FALSE,2019-08-12
"4238","lagerstroemia crepe myrtle","lagerstroemia","","crepe",NA,NA,"myrtle","","",FALSE,"1.1","","","lagerstroemia","","crepe",NA,"myrtle","","","",FALSE,FALSE,FALSE,2019-08-12
"4239","lagerstroemia crepe myrtle","lagerstroemia","","crepe",NA,NA,"myrtle","","",FALSE,"1.1","","","lagerstroemia","","crepe",NA,"myrtle","","","",FALSE,FALSE,FALSE,2019-08-12
"4240","portulaca oleracea  sunrise portulaca","portulaca","","oleracea",NA,NA,"sunrise","portulaca","kew-2566490",FALSE,"1.1","Accepted","Portulacaceae","Portulaca","","oleracea","","","L.","kew-2566490","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4241","pentas lanceolata tall heirloom penta","pentas","","lanceolata",NA,NA,"tall","heirloom penta","kew-149975",FALSE,"1.1","Accepted","Rubiaceae","Pentas","","lanceolata","","","(Forssk.) Deflers","kew-149975","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4242","asclepias","asclepias","",NA,NA,NA,"","","",FALSE,"1.1","","","asclepias","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4243","salvia x sylvestris 'may night' .","salvia","×","sylvestris",NA,NA,"night'",".","kew-183961",FALSE,"1.1","Accepted","Lamiaceae","Salvia","×","sylvestris","","","L.","kew-183961","Accepted",FALSE,FALSE,TRUE,2019-08-12
"4244","oregano","oregano","",NA,NA,NA,"","","",FALSE,"1.1","","","oregano","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4245","abelia","abelia","",NA,NA,NA,"","","",FALSE,"1.1","","","abelia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"4246","coreopsis red and yellow","coreopsis","","red",NA,NA,"yellow","and","",FALSE,"1.1","","","coreopsis","","red",NA,"yellow","","","",FALSE,FALSE,FALSE,2019-08-12
"4247","sage","sage","",NA,NA,NA,"","","",FALSE,"1.1","","","sage","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
